序号,操作,物料编码,商品名称,审批状态,启/禁状态,"单位重量
吨/箱(组、包)",物料单位,"单位货值
元/箱(组、包)","纸箱价格
元/张",外包装箱价格,是否为促销物料,是否为箱内码促销,是否为消费者促销,是否五码合一,促销方式,封箱方式,是否有内膜,是否有外膜,箱内包装形式,箱内数量,箱内单位,投放区域,箱内是否有礼品,商品保质期,材质,备注,标箱折扣系数,品牌,物料大类,物料品类,商品图例,分配量,促销方案,保质期预警(天),有效期起,有效期止
376,编辑 删除,277,10000832,红牛/普通型/250ML/24/华新扫码-3元箱码/2020,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 24, 'goods_id': 277, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
377,编辑 删除,276,10000831,红牛/普通型/250ML/24/扫码促销-3元箱码/2020,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 23, 'goods_id': 276, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
378,编辑 删除,275,10000830,红牛/普通型/250ML/24/扫码促销-2元箱码/2020,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 22, 'goods_id': 275, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
379,编辑 删除,274,10000794,红牛/普通型/250ML/24/扫码促销-3元纸箱/2019,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 21, 'goods_id': 274, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
380,编辑 删除,273,10000829,红牛/普通型/250ML/24/扫码促销/2020,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 20, 'goods_id': 273, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
381,编辑 删除,272,10000783,红牛/普通型/250ML/24/扫码促销/2019,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 19, 'goods_id': 272, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
382,编辑 删除,271,10000795,红牛/普通型/250ML/24/华新/扫码促销-3元纸箱/2019,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 18, 'goods_id': 271, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
383,编辑 删除,270,10000785,红牛/普通型/250ML/24/华新/扫码促销/2019,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 17, 'goods_id': 270, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
384,编辑 删除,269,10000745,红牛/普通型/250ML/24/2018扫码促销/华新专供,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 16, 'goods_id': 269, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
385,编辑 删除,268,10000744,红牛/普通型/250ML/24/扫码促销/2018,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 15, 'goods_id': 268, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
386,编辑 删除,267,10000819,红牛/普通型/250ML/24/华新/25周年,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 14, 'goods_id': 267, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
387,编辑 删除,266,10000163,红牛/普通型/250ml/24/华新/充氮,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 13, 'goods_id': 266, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
388,编辑 删除,265,10000876,红牛/普通型/250ML/24/华南1元轻松享/2020,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 12, 'goods_id': 265, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
389,编辑 删除,264,10000875,红牛/普通型/250ML/24/华南促销/2021,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,1,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,1,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 11, 'goods_id': 264, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
390,编辑 删除,263,10000869,1,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,1,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 10, 'goods_id': 263, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
391,编辑 删除,262,10000766,红牛/普通型/250ML/24/华新2元回收/2018,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 9, 'goods_id': 262, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
392,编辑 删除,261,10000765,红牛/普通型/250ML/24/南区2元回收/2018,0.00740,1.000,红牛,,红牛促销型,红牛促销型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 8, 'goods_id': 261, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
393,编辑 删除,260,10000896,红牛/250ML/12/2021开门红专项礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 7, 'goods_id': 260, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
394,编辑 删除,259,10000895,红牛/250ML/12/2021开门红礼盒,0.00370,0.500,红牛,,十二罐礼盒,12罐礼盒,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 6, 'goods_id': 259, 'weight': '0.00370', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
395,编辑 删除,258,10000864,红牛/250ML/24/专供型,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 5, 'goods_id': 258, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
396,编辑 删除,257,10000900,红牛/250ML/24/26周年纪念装,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,1,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 4, 'goods_id': 257, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
397,编辑 删除,256,10000818,红牛/250ML/24/25周年纪念装,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 3, 'goods_id': 256, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
398,编辑 删除,255,10000002,红牛/普通型/250ml/24/非卖品,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,2,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 2, 'goods_id': 255, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '9999-12-31', 'status': 2}]",[],[]
399,编辑 删除,254,10000813,红牛/普通型/250ml/24,0.00740,1.000,红牛,,红牛普通型,红牛普通型,0,1,3,,,,0,0,CAR,1,,,,,,,,,,,,,0,0,,,,0,,,,,,,,2025-01-01,9999-12-31,,,,1,2,1,2024-01-10 14:56:52,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}",,"[{'id': 1, 'goods_id': 254, 'weight': '0.00740', 'from_date': '2023-01-01', 'expiry_date': '2024-02-29', 'status': 1}, {'id': 310, 'goods_id': 254, 'weight': '0.00001', 'from_date': '2024-03-01', 'expiry_date': '2024-03-18', 'status': 1}, {'id': 311, 'goods_id': 254, 'weight': '0.00740', 'from_date': '2024-03-19', 'expiry_date': '9999-12-31', 'status': 2}]","[{'id': 7, 'goods_id': 254, 'price': '0.01', 'from_date': '2024-04-01', 'expiry_date': '2024-04-25', 'status': 1}]",[]
